id,drug_name,generic_name,drug_strength,dosage_type,clinic
17792,Cetirizine,Aspirin,5ml,Injection,14875
17793,Amoxicillin,Cetirizine,500mg,Syrup,13252
17794,Metformin,Ibuprofen,650mg,Tablet,4687
17795,Metformin,Ibuprofen,500mg,Capsule,11933
17796,Metformin,Amoxicillin,5ml,Syrup,8435
17797,Ibuprofen,Paracetamol,250mg,Injection,8299
17798,Cetirizine,Amoxicillin,250mg,Syrup,5592
17799,Metformin,Cetirizine,5ml,Tablet,17150
17800,Paracetamol,Metformin,500mg,Injection,14272
17801,Ibuprofen,Metformin,650mg,Syrup,15598
17802,Aspirin,Paracetamol,650mg,Injection,10937
17803,Metformin,Amoxicillin,5ml,Injection,16239
17804,Ibuprofen,Cetirizine,250mg,Capsule,11795
17805,Amoxicillin,Ibuprofen,650mg,Syrup,1288
17806,Paracetamol,Metformin,5ml,Capsule,19899
17807,Metformin,Aspirin,500mg,Tablet,6963
17808,Ibuprofen,Metformin,250mg,Syrup,7639
17809,Cetirizine,Amoxicillin,5ml,Capsule,14061
17810,Cetirizine,Ibuprofen,250mg,Tablet,410
17811,Cetirizine,Amoxicillin,250mg,Syrup,2803
17812,Metformin,Cetirizine,250mg,Tablet,5808
17813,Metformin,Cetirizine,500mg,Capsule,9797
17814,Ibuprofen,Amoxicillin,500mg,Syrup,2326
17815,Aspirin,Aspirin,5ml,Tablet,14898
17816,Metformin,Cetirizine,5ml,Capsule,18268
17817,Ibuprofen,Amoxicillin,250mg,Injection,7589
17818,Paracetamol,Aspirin,250mg,Injection,9450
17819,Paracetamol,Ibuprofen,5ml,Capsule,1636
17820,Metformin,Cetirizine,650mg,Syrup,14175
17821,Cetirizine,Paracetamol,500mg,Capsule,133
17822,Ibuprofen,Metformin,250mg,Tablet,2732
17823,Paracetamol,Amoxicillin,250mg,Capsule,16257
17824,Ibuprofen,Aspirin,5ml,Injection,11691
17825,Metformin,Amoxicillin,5ml,Injection,13917
17826,Metformin,Ibuprofen,5ml,Injection,4307
17827,Ibuprofen,Cetirizine,5ml,Syrup,1621
17828,Aspirin,Cetirizine,500mg,Injection,17568
17829,Metformin,Amoxicillin,250mg,Capsule,19377
17830,Paracetamol,Paracetamol,5ml,Tablet,11626
17831,Amoxicillin,Aspirin,650mg,Syrup,8875
17832,Ibuprofen,Ibuprofen,650mg,Capsule,12258
17833,Ibuprofen,Metformin,5ml,Tablet,13779
17834,Aspirin,Amoxicillin,5ml,Injection,13567
17835,Amoxicillin,Paracetamol,500mg,Tablet,12381
17836,Metformin,Cetirizine,650mg,Syrup,14085
17837,Paracetamol,Metformin,250mg,Syrup,1079
17838,Amoxicillin,Cetirizine,5ml,Injection,2201
17839,Cetirizine,Metformin,250mg,Capsule,3223
17840,Metformin,Metformin,500mg,Capsule,16769
17841,Amoxicillin,Paracetamol,500mg,Capsule,12718
17842,Ibuprofen,Cetirizine,650mg,Capsule,6788
17843,Metformin,Metformin,650mg,Syrup,11061
17844,Metformin,Paracetamol,500mg,Injection,10626
17845,Ibuprofen,Ibuprofen,650mg,Syrup,9036
17846,Ibuprofen,Ibuprofen,5ml,Capsule,7958
17847,Paracetamol,Ibuprofen,650mg,Injection,1204
17848,Metformin,Metformin,500mg,Syrup,4067
17849,Aspirin,Metformin,500mg,Tablet,2458
17850,Aspirin,Cetirizine,650mg,Capsule,19859
17851,Aspirin,Amoxicillin,250mg,Capsule,17796
17852,Aspirin,Metformin,500mg,Capsule,12324
17853,Amoxicillin,Metformin,5ml,Tablet,14864
17854,Amoxicillin,Ibuprofen,250mg,Syrup,16234
17855,Ibuprofen,Cetirizine,650mg,Injection,12330
17856,Aspirin,Ibuprofen,5ml,Syrup,8754
17857,Metformin,Ibuprofen,250mg,Capsule,5340
17858,Metformin,Paracetamol,500mg,Capsule,10912
17859,Cetirizine,Paracetamol,500mg,Tablet,6476
17860,Aspirin,Aspirin,5ml,Tablet,3077
17861,Aspirin,Cetirizine,650mg,Syrup,7933
17862,Aspirin,Ibuprofen,500mg,Capsule,3024
17863,Ibuprofen,Amoxicillin,250mg,Injection,17736
17864,Amoxicillin,Ibuprofen,500mg,Tablet,14381
17865,Paracetamol,Cetirizine,5ml,Capsule,9841
17866,Paracetamol,Metformin,650mg,Injection,9257
17867,Cetirizine,Cetirizine,250mg,Syrup,13820
17868,Aspirin,Aspirin,500mg,Capsule,5264
17869,Aspirin,Ibuprofen,650mg,Capsule,7605
17870,Metformin,Amoxicillin,650mg,Capsule,5537
17871,Cetirizine,Metformin,250mg,Tablet,18112
17872,Ibuprofen,Cetirizine,250mg,Tablet,14578
17873,Cetirizine,Amoxicillin,500mg,Tablet,5178
17874,Paracetamol,Cetirizine,5ml,Injection,16935
17875,Cetirizine,Metformin,650mg,Tablet,1382
17876,Amoxicillin,Paracetamol,500mg,Capsule,12895
17877,Amoxicillin,Ibuprofen,5ml,Syrup,9964
17878,Cetirizine,Cetirizine,650mg,Syrup,1570
17879,Ibuprofen,Cetirizine,650mg,Tablet,18722
17880,Aspirin,Ibuprofen,500mg,Syrup,5954
17881,Aspirin,Cetirizine,5ml,Injection,3904
17882,Cetirizine,Ibuprofen,500mg,Tablet,5009
17883,Cetirizine,Aspirin,250mg,Tablet,10691
17884,Cetirizine,Aspirin,650mg,Capsule,10702
17885,Paracetamol,Paracetamol,650mg,Syrup,18898
17886,Paracetamol,Metformin,5ml,Capsule,18861
17887,Cetirizine,Aspirin,650mg,Capsule,1771
17888,Aspirin,Amoxicillin,5ml,Tablet,5323
17889,Cetirizine,Metformin,250mg,Capsule,15143
17890,Aspirin,Aspirin,250mg,Tablet,2651
17891,Cetirizine,Metformin,500mg,Syrup,10847
17892,Cetirizine,Aspirin,650mg,Injection,18347
17893,Metformin,Paracetamol,250mg,Syrup,17281
17894,Metformin,Paracetamol,650mg,Syrup,3843
17895,Aspirin,Metformin,500mg,Capsule,15767
17896,Cetirizine,Cetirizine,500mg,Tablet,9133
17897,Metformin,Paracetamol,250mg,Injection,4258
17898,Metformin,Ibuprofen,5ml,Tablet,11794
17899,Aspirin,Ibuprofen,5ml,Injection,1256
17900,Amoxicillin,Amoxicillin,250mg,Capsule,2456
17901,Cetirizine,Metformin,650mg,Syrup,15536
17902,Paracetamol,Amoxicillin,250mg,Injection,15172
17903,Metformin,Amoxicillin,650mg,Injection,5454
17904,Metformin,Cetirizine,650mg,Capsule,3188
17905,Ibuprofen,Paracetamol,250mg,Syrup,4710
17906,Cetirizine,Paracetamol,250mg,Capsule,11644
17907,Paracetamol,Ibuprofen,500mg,Capsule,13050
17908,Aspirin,Paracetamol,650mg,Tablet,9117
17909,Ibuprofen,Metformin,250mg,Syrup,19419
17910,Aspirin,Amoxicillin,5ml,Capsule,19611
17911,Cetirizine,Aspirin,250mg,Tablet,8218
17912,Metformin,Paracetamol,5ml,Injection,5498
17913,Amoxicillin,Ibuprofen,250mg,Tablet,12870
17914,Metformin,Ibuprofen,500mg,Tablet,2172
17915,Metformin,Cetirizine,250mg,Injection,18900
17916,Metformin,Metformin,5ml,Tablet,872
17917,Paracetamol,Amoxicillin,5ml,Syrup,4089
17918,Paracetamol,Amoxicillin,5ml,Capsule,10905
17919,Ibuprofen,Amoxicillin,5ml,Syrup,15449
17920,Amoxicillin,Paracetamol,500mg,Tablet,4194
17921,Cetirizine,Metformin,5ml,Capsule,15534
17922,Paracetamol,Amoxicillin,650mg,Tablet,18825
17923,Aspirin,Aspirin,500mg,Capsule,8306
17924,Aspirin,Ibuprofen,5ml,Capsule,10940
17925,Paracetamol,Aspirin,500mg,Injection,13960
17926,Metformin,Aspirin,250mg,Tablet,2966
17927,Aspirin,Cetirizine,250mg,Capsule,14717
17928,Ibuprofen,Aspirin,5ml,Injection,14387
17929,Ibuprofen,Ibuprofen,250mg,Tablet,12830
17930,Paracetamol,Cetirizine,250mg,Capsule,18173
17931,Paracetamol,Paracetamol,650mg,Syrup,4305
17932,Paracetamol,Paracetamol,5ml,Injection,7575
17933,Amoxicillin,Cetirizine,500mg,Capsule,8691
17934,Ibuprofen,Ibuprofen,250mg,Syrup,7274
17935,Amoxicillin,Ibuprofen,250mg,Tablet,15522
17936,Aspirin,Paracetamol,250mg,Injection,10135
17937,Paracetamol,Cetirizine,5ml,Tablet,19628
17938,Ibuprofen,Aspirin,650mg,Tablet,12293
17939,Paracetamol,Aspirin,650mg,Tablet,16147
17940,Aspirin,Metformin,650mg,Capsule,17497
17941,Cetirizine,Metformin,250mg,Capsule,19947
17942,Amoxicillin,Paracetamol,650mg,Capsule,1445
17943,Metformin,Cetirizine,650mg,Capsule,18374
17944,Aspirin,Ibuprofen,500mg,Tablet,1016
17945,Amoxicillin,Amoxicillin,250mg,Tablet,11547
17946,Ibuprofen,Amoxicillin,650mg,Capsule,12585
17947,Amoxicillin,Paracetamol,5ml,Syrup,8037
17948,Aspirin,Metformin,250mg,Injection,15799
17949,Amoxicillin,Ibuprofen,250mg,Tablet,9346
17950,Aspirin,Aspirin,250mg,Injection,13862
17951,Ibuprofen,Aspirin,650mg,Tablet,10888
17952,Cetirizine,Paracetamol,650mg,Capsule,7854
17953,Ibuprofen,Aspirin,650mg,Injection,12650
17954,Paracetamol,Paracetamol,650mg,Tablet,5310
17955,Cetirizine,Aspirin,250mg,Injection,19999
17956,Amoxicillin,Amoxicillin,250mg,Tablet,15615
17957,Aspirin,Metformin,650mg,Tablet,4193
17958,Cetirizine,Metformin,650mg,Tablet,7622
17959,Cetirizine,Ibuprofen,5ml,Syrup,9048
17960,Amoxicillin,Cetirizine,250mg,Tablet,13808
17961,Amoxicillin,Cetirizine,650mg,Tablet,7903
17962,Metformin,Cetirizine,500mg,Capsule,19033
17963,Cetirizine,Aspirin,5ml,Capsule,18226
17964,Cetirizine,Metformin,500mg,Capsule,1240
17965,Amoxicillin,Ibuprofen,5ml,Injection,17656
17966,Cetirizine,Cetirizine,250mg,Injection,2529
17967,Ibuprofen,Cetirizine,500mg,Injection,4484
17968,Ibuprofen,Aspirin,650mg,Capsule,10870
17969,Metformin,Metformin,650mg,Capsule,6351
17970,Paracetamol,Aspirin,250mg,Tablet,14569
17971,Paracetamol,Ibuprofen,5ml,Capsule,11163
17972,Metformin,Ibuprofen,500mg,Injection,2429
17973,Cetirizine,Aspirin,650mg,Injection,3857
17974,Cetirizine,Cetirizine,650mg,Tablet,18068
17975,Cetirizine,Amoxicillin,650mg,Injection,1754
17976,Aspirin,Aspirin,5ml,Capsule,11120
17977,Aspirin,Metformin,650mg,Capsule,14587
17978,Paracetamol,Ibuprofen,250mg,Capsule,5798
17979,Amoxicillin,Cetirizine,500mg,Syrup,19061
17980,Paracetamol,Cetirizine,250mg,Injection,19634
17981,Cetirizine,Cetirizine,5ml,Injection,18868
17982,Aspirin,Cetirizine,500mg,Syrup,1331
17983,Ibuprofen,Amoxicillin,5ml,Syrup,6545
17984,Aspirin,Metformin,250mg,Tablet,16179
17985,Cetirizine,Ibuprofen,500mg,Tablet,1675
17986,Amoxicillin,Paracetamol,650mg,Tablet,1991
17987,Metformin,Paracetamol,250mg,Syrup,17361
17988,Ibuprofen,Paracetamol,650mg,Syrup,4242
17989,Cetirizine,Aspirin,650mg,Capsule,16235
17990,Metformin,Aspirin,250mg,Syrup,5584
17991,Aspirin,Amoxicillin,5ml,Syrup,7154
17992,Aspirin,Metformin,500mg,Syrup,13229
17993,Metformin,Metformin,250mg,Syrup,15969
17994,Metformin,Aspirin,650mg,Capsule,4896
17995,Ibuprofen,Amoxicillin,5ml,Capsule,3498
17996,Paracetamol,Aspirin,500mg,Syrup,6160
17997,Cetirizine,Aspirin,650mg,Syrup,7773
17998,Paracetamol,Cetirizine,500mg,Tablet,11723
17999,Cetirizine,Cetirizine,500mg,Capsule,2387
18000,Amoxicillin,Amoxicillin,500mg,Capsule,16426
18001,Ibuprofen,Cetirizine,250mg,Capsule,1033
18002,Ibuprofen,Amoxicillin,500mg,Injection,9595
18003,Amoxicillin,Aspirin,500mg,Tablet,8843
18004,Paracetamol,Paracetamol,650mg,Capsule,12783
18005,Cetirizine,Aspirin,5ml,Tablet,13554
18006,Cetirizine,Ibuprofen,250mg,Capsule,14244
18007,Ibuprofen,Aspirin,250mg,Injection,1451
18008,Aspirin,Metformin,650mg,Tablet,705
18009,Aspirin,Amoxicillin,650mg,Tablet,6836
18010,Paracetamol,Amoxicillin,250mg,Tablet,8790
18011,Aspirin,Amoxicillin,500mg,Tablet,7065
18012,Amoxicillin,Amoxicillin,250mg,Capsule,9430
18013,Aspirin,Aspirin,500mg,Injection,14346
18014,Paracetamol,Amoxicillin,500mg,Syrup,3930
18015,Paracetamol,Aspirin,500mg,Tablet,4095
18016,Amoxicillin,Aspirin,650mg,Tablet,19403
18017,Metformin,Aspirin,5ml,Capsule,12063
18018,Paracetamol,Metformin,500mg,Capsule,15414
18019,Aspirin,Paracetamol,250mg,Tablet,11510
18020,Cetirizine,Paracetamol,500mg,Capsule,3384
18021,Paracetamol,Aspirin,5ml,Injection,4450
18022,Cetirizine,Ibuprofen,250mg,Capsule,19977
18023,Amoxicillin,Paracetamol,650mg,Syrup,8516
18024,Amoxicillin,Paracetamol,5ml,Injection,7214
18025,Aspirin,Ibuprofen,5ml,Syrup,16390
18026,Aspirin,Amoxicillin,650mg,Syrup,9495
18027,Amoxicillin,Metformin,250mg,Tablet,7866
18028,Paracetamol,Ibuprofen,650mg,Injection,50
18029,Metformin,Amoxicillin,650mg,Injection,16076
18030,Paracetamol,Ibuprofen,250mg,Syrup,15197
18031,Cetirizine,Aspirin,500mg,Tablet,17080
18032,Amoxicillin,Paracetamol,5ml,Capsule,15884
18033,Amoxicillin,Cetirizine,500mg,Capsule,19769
18034,Paracetamol,Metformin,5ml,Injection,11796
18035,Aspirin,Cetirizine,500mg,Capsule,15188
18036,Amoxicillin,Metformin,500mg,Tablet,7381
18037,Ibuprofen,Cetirizine,650mg,Tablet,12105
18038,Amoxicillin,Aspirin,5ml,Syrup,8634
18039,Paracetamol,Ibuprofen,5ml,Capsule,11785
18040,Metformin,Metformin,250mg,Tablet,5427
18041,Cetirizine,Aspirin,250mg,Tablet,13107
18042,Amoxicillin,Aspirin,500mg,Syrup,9490
18043,Paracetamol,Metformin,5ml,Tablet,3959
18044,Amoxicillin,Ibuprofen,650mg,Injection,15223
18045,Paracetamol,Paracetamol,5ml,Syrup,13105
18046,Ibuprofen,Paracetamol,250mg,Capsule,5521
18047,Ibuprofen,Paracetamol,250mg,Tablet,3601
18048,Metformin,Metformin,500mg,Injection,16463
18049,Amoxicillin,Amoxicillin,5ml,Tablet,2435
18050,Metformin,Aspirin,650mg,Capsule,11656
18051,Amoxicillin,Aspirin,250mg,Tablet,14130
18052,Amoxicillin,Paracetamol,650mg,Tablet,15720
18053,Ibuprofen,Cetirizine,500mg,Capsule,3627
18054,Metformin,Metformin,250mg,Injection,15565
18055,Metformin,Metformin,250mg,Injection,1696
18056,Cetirizine,Paracetamol,5ml,Injection,14860
18057,Amoxicillin,Ibuprofen,250mg,Injection,5451
18058,Ibuprofen,Ibuprofen,650mg,Tablet,18235
18059,Amoxicillin,Ibuprofen,650mg,Syrup,2606
18060,Ibuprofen,Metformin,650mg,Capsule,10240
18061,Amoxicillin,Ibuprofen,5ml,Injection,13944
18062,Ibuprofen,Cetirizine,500mg,Injection,102
18063,Aspirin,Paracetamol,5ml,Tablet,18383
18064,Metformin,Amoxicillin,500mg,Syrup,8800
18065,Cetirizine,Paracetamol,5ml,Injection,3113
18066,Aspirin,Metformin,500mg,Tablet,16829
18067,Ibuprofen,Aspirin,500mg,Syrup,4668
18068,Cetirizine,Aspirin,650mg,Capsule,16816
18069,Cetirizine,Cetirizine,500mg,Capsule,1008
18070,Paracetamol,Ibuprofen,500mg,Capsule,10883
18071,Amoxicillin,Amoxicillin,5ml,Tablet,6543
18072,Cetirizine,Cetirizine,500mg,Syrup,16823
18073,Cetirizine,Paracetamol,650mg,Injection,15838
18074,Paracetamol,Aspirin,250mg,Capsule,9379
18075,Cetirizine,Amoxicillin,5ml,Capsule,8274
18076,Metformin,Ibuprofen,650mg,Injection,9044
18077,Cetirizine,Cetirizine,250mg,Capsule,9580
18078,Amoxicillin,Amoxicillin,500mg,Capsule,12692
18079,Paracetamol,Cetirizine,500mg,Tablet,7535
18080,Metformin,Paracetamol,250mg,Tablet,19761
18081,Amoxicillin,Aspirin,500mg,Capsule,16415
18082,Cetirizine,Metformin,5ml,Syrup,18589
18083,Cetirizine,Cetirizine,500mg,Syrup,18442
18084,Aspirin,Ibuprofen,650mg,Capsule,19985
18085,Cetirizine,Metformin,5ml,Capsule,16553
18086,Amoxicillin,Cetirizine,650mg,Capsule,15704
18087,Cetirizine,Metformin,500mg,Tablet,4280
18088,Cetirizine,Cetirizine,5ml,Injection,19023
18089,Aspirin,Amoxicillin,250mg,Syrup,6080
18090,Cetirizine,Metformin,500mg,Tablet,13904
18091,Metformin,Amoxicillin,500mg,Injection,16266
18092,Amoxicillin,Amoxicillin,250mg,Capsule,3774
18093,Amoxicillin,Ibuprofen,250mg,Capsule,6775
18094,Metformin,Metformin,5ml,Capsule,12275
18095,Amoxicillin,Cetirizine,650mg,Tablet,2980
18096,Cetirizine,Paracetamol,650mg,Capsule,9813
18097,Metformin,Cetirizine,650mg,Tablet,14167
18098,Ibuprofen,Amoxicillin,250mg,Injection,5309
18099,Cetirizine,Amoxicillin,250mg,Capsule,8289
18100,Amoxicillin,Cetirizine,500mg,Syrup,246
18101,Paracetamol,Aspirin,500mg,Capsule,9385
18102,Metformin,Amoxicillin,5ml,Injection,17998
18103,Aspirin,Amoxicillin,5ml,Injection,11242
18104,Cetirizine,Cetirizine,250mg,Tablet,7766
18105,Amoxicillin,Metformin,650mg,Injection,18172
18106,Paracetamol,Amoxicillin,5ml,Syrup,15647
18107,Aspirin,Cetirizine,5ml,Tablet,19311
18108,Aspirin,Aspirin,250mg,Tablet,2247
18109,Metformin,Ibuprofen,5ml,Syrup,1215
18110,Metformin,Metformin,5ml,Syrup,19675
18111,Metformin,Ibuprofen,650mg,Capsule,15354
18112,Ibuprofen,Metformin,650mg,Syrup,9420
18113,Aspirin,Ibuprofen,650mg,Tablet,278
18114,Ibuprofen,Aspirin,500mg,Injection,6183
18115,Paracetamol,Aspirin,500mg,Injection,9099
18116,Amoxicillin,Metformin,500mg,Syrup,12294
18117,Amoxicillin,Ibuprofen,650mg,Tablet,13593
18118,Aspirin,Ibuprofen,250mg,Syrup,5441
18119,Ibuprofen,Amoxicillin,5ml,Tablet,4440
18120,Ibuprofen,Aspirin,250mg,Tablet,15041
18121,Amoxicillin,Cetirizine,650mg,Capsule,9343
18122,Amoxicillin,Paracetamol,5ml,Tablet,19986
18123,Amoxicillin,Paracetamol,500mg,Capsule,7665
18124,Paracetamol,Ibuprofen,5ml,Syrup,13475
18125,Paracetamol,Cetirizine,500mg,Capsule,6747
18126,Metformin,Ibuprofen,5ml,Capsule,9569
18127,Cetirizine,Cetirizine,650mg,Syrup,1171
18128,Metformin,Ibuprofen,500mg,Injection,13960
18129,Paracetamol,Metformin,650mg,Injection,2858
18130,Cetirizine,Aspirin,250mg,Syrup,11034
18131,Ibuprofen,Aspirin,650mg,Capsule,12337
18132,Cetirizine,Aspirin,250mg,Tablet,16895
18133,Aspirin,Paracetamol,650mg,Injection,10724
18134,Cetirizine,Metformin,5ml,Capsule,7444
18135,Paracetamol,Cetirizine,500mg,Injection,16458
18136,Cetirizine,Amoxicillin,500mg,Syrup,4014
18137,Cetirizine,Metformin,650mg,Injection,8004
18138,Aspirin,Metformin,250mg,Syrup,19873
18139,Cetirizine,Cetirizine,650mg,Tablet,12780
18140,Aspirin,Metformin,250mg,Capsule,9982
18141,Aspirin,Cetirizine,500mg,Injection,5430
18142,Ibuprofen,Cetirizine,500mg,Syrup,5811
18143,Paracetamol,Paracetamol,5ml,Injection,15677
18144,Ibuprofen,Aspirin,250mg,Tablet,5620
18145,Cetirizine,Metformin,650mg,Tablet,9543
18146,Metformin,Metformin,500mg,Injection,1396
18147,Cetirizine,Paracetamol,250mg,Injection,18596
18148,Paracetamol,Ibuprofen,500mg,Injection,6794
18149,Amoxicillin,Metformin,500mg,Capsule,7334
18150,Ibuprofen,Ibuprofen,500mg,Syrup,8491
18151,Cetirizine,Amoxicillin,500mg,Tablet,7968
18152,Amoxicillin,Ibuprofen,650mg,Tablet,10864
18153,Metformin,Amoxicillin,650mg,Injection,5843
18154,Ibuprofen,Metformin,500mg,Tablet,19076
18155,Paracetamol,Aspirin,500mg,Injection,5954
18156,Ibuprofen,Metformin,250mg,Injection,8699
18157,Amoxicillin,Metformin,500mg,Injection,17368
18158,Paracetamol,Cetirizine,650mg,Capsule,372
18159,Metformin,Metformin,500mg,Capsule,18361
18160,Ibuprofen,Cetirizine,500mg,Tablet,12216
18161,Amoxicillin,Ibuprofen,500mg,Injection,19982
18162,Cetirizine,Ibuprofen,500mg,Syrup,11265
18163,Metformin,Paracetamol,500mg,Capsule,124
18164,Paracetamol,Ibuprofen,5ml,Injection,12918
18165,Amoxicillin,Aspirin,500mg,Capsule,14307
18166,Aspirin,Ibuprofen,650mg,Capsule,4843
18167,Metformin,Paracetamol,250mg,Syrup,11292
18168,Amoxicillin,Metformin,650mg,Capsule,8612
18169,Amoxicillin,Cetirizine,250mg,Capsule,19224
18170,Amoxicillin,Aspirin,650mg,Capsule,12761
18171,Ibuprofen,Metformin,5ml,Injection,10745
18172,Metformin,Ibuprofen,500mg,Tablet,14166
18173,Metformin,Aspirin,5ml,Capsule,16576
18174,Paracetamol,Paracetamol,250mg,Injection,3115
18175,Ibuprofen,Ibuprofen,500mg,Tablet,16378
18176,Amoxicillin,Amoxicillin,250mg,Tablet,2987
18177,Metformin,Cetirizine,650mg,Capsule,16670
18178,Cetirizine,Amoxicillin,5ml,Capsule,9590
18179,Ibuprofen,Paracetamol,650mg,Syrup,603
18180,Paracetamol,Aspirin,250mg,Syrup,9737
18181,Paracetamol,Ibuprofen,5ml,Injection,1216
18182,Cetirizine,Paracetamol,250mg,Syrup,3441
18183,Paracetamol,Metformin,250mg,Injection,19939
18184,Paracetamol,Paracetamol,5ml,Injection,10715
18185,Aspirin,Metformin,500mg,Capsule,17359
18186,Amoxicillin,Ibuprofen,250mg,Capsule,7921
18187,Amoxicillin,Ibuprofen,5ml,Syrup,19204
18188,Paracetamol,Cetirizine,5ml,Tablet,10321
18189,Aspirin,Aspirin,500mg,Tablet,18091
18190,Metformin,Ibuprofen,5ml,Syrup,7901
18191,Paracetamol,Aspirin,650mg,Capsule,2823
18192,Amoxicillin,Metformin,250mg,Tablet,11041
18193,Ibuprofen,Amoxicillin,250mg,Tablet,6849
18194,Paracetamol,Ibuprofen,650mg,Syrup,17580
18195,Ibuprofen,Aspirin,500mg,Injection,5369
18196,Cetirizine,Aspirin,250mg,Syrup,4068
18197,Ibuprofen,Cetirizine,250mg,Capsule,19955
18198,Paracetamol,Ibuprofen,500mg,Injection,12784
18199,Cetirizine,Paracetamol,650mg,Capsule,8250
18200,Cetirizine,Cetirizine,500mg,Syrup,10332
18201,Aspirin,Amoxicillin,650mg,Capsule,5514
18202,Aspirin,Cetirizine,5ml,Syrup,18516
18203,Amoxicillin,Metformin,650mg,Injection,18800
18204,Aspirin,Ibuprofen,500mg,Syrup,7031
18205,Ibuprofen,Ibuprofen,650mg,Injection,3142
18206,Amoxicillin,Amoxicillin,250mg,Syrup,19072
18207,Aspirin,Ibuprofen,650mg,Tablet,12074
18208,Ibuprofen,Cetirizine,5ml,Injection,11085
18209,Metformin,Metformin,250mg,Tablet,6794
18210,Metformin,Ibuprofen,250mg,Injection,12267
18211,Amoxicillin,Ibuprofen,5ml,Capsule,6000
18212,Amoxicillin,Cetirizine,500mg,Injection,5592
18213,Amoxicillin,Aspirin,500mg,Capsule,16122
18214,Metformin,Amoxicillin,650mg,Tablet,5615
18215,Ibuprofen,Cetirizine,500mg,Injection,9013
18216,Ibuprofen,Ibuprofen,5ml,Tablet,2744
18217,Amoxicillin,Cetirizine,5ml,Tablet,14414
18218,Amoxicillin,Metformin,650mg,Capsule,15417
18219,Amoxicillin,Aspirin,500mg,Tablet,16966
18220,Paracetamol,Cetirizine,500mg,Tablet,9632
18221,Metformin,Amoxicillin,500mg,Tablet,6385
18222,Paracetamol,Cetirizine,650mg,Injection,8936
18223,Amoxicillin,Cetirizine,500mg,Injection,4517
18224,Aspirin,Ibuprofen,5ml,Injection,2066
18225,Metformin,Aspirin,250mg,Syrup,6813
18226,Metformin,Metformin,250mg,Injection,19963
18227,Aspirin,Aspirin,5ml,Capsule,3501
18228,Ibuprofen,Cetirizine,650mg,Injection,3942
18229,Amoxicillin,Cetirizine,650mg,Tablet,16670
18230,Cetirizine,Amoxicillin,250mg,Syrup,6754
18231,Ibuprofen,Amoxicillin,500mg,Tablet,16679
18232,Ibuprofen,Ibuprofen,250mg,Capsule,10790
18233,Cetirizine,Cetirizine,500mg,Injection,8818
18234,Metformin,Cetirizine,650mg,Syrup,2271
18235,Paracetamol,Metformin,5ml,Tablet,8762
18236,Aspirin,Paracetamol,5ml,Syrup,11575
18237,Metformin,Metformin,500mg,Tablet,13590
18238,Cetirizine,Metformin,250mg,Injection,12280
18239,Paracetamol,Amoxicillin,5ml,Capsule,5531
18240,Ibuprofen,Cetirizine,650mg,Injection,11631
18241,Aspirin,Ibuprofen,500mg,Syrup,6207
18242,Paracetamol,Amoxicillin,250mg,Capsule,10747
18243,Amoxicillin,Cetirizine,250mg,Injection,9209
18244,Cetirizine,Ibuprofen,5ml,Capsule,4921
18245,Cetirizine,Cetirizine,500mg,Tablet,13290
18246,Ibuprofen,Cetirizine,500mg,Syrup,14111
18247,Aspirin,Aspirin,250mg,Injection,14339
18248,Ibuprofen,Aspirin,250mg,Capsule,5776
18249,Amoxicillin,Paracetamol,650mg,Tablet,19512
18250,Amoxicillin,Metformin,650mg,Injection,19163
18251,Cetirizine,Metformin,250mg,Tablet,12088
18252,Amoxicillin,Aspirin,500mg,Syrup,11841
18253,Cetirizine,Ibuprofen,500mg,Capsule,19743
18254,Aspirin,Paracetamol,650mg,Capsule,2330
18255,Ibuprofen,Amoxicillin,5ml,Syrup,16129
18256,Metformin,Paracetamol,650mg,Capsule,11400
18257,Paracetamol,Ibuprofen,5ml,Capsule,1641
18258,Aspirin,Metformin,250mg,Tablet,2913
18259,Paracetamol,Ibuprofen,500mg,Capsule,8530
18260,Ibuprofen,Cetirizine,500mg,Capsule,6189
18261,Cetirizine,Cetirizine,650mg,Capsule,12363
18262,Metformin,Metformin,250mg,Tablet,10576
18263,Aspirin,Cetirizine,650mg,Injection,3854
18264,Aspirin,Aspirin,5ml,Tablet,16122
18265,Paracetamol,Amoxicillin,250mg,Syrup,5060
18266,Ibuprofen,Ibuprofen,650mg,Injection,10857
18267,Paracetamol,Paracetamol,500mg,Capsule,11846
18268,Cetirizine,Paracetamol,500mg,Syrup,19440
18269,Cetirizine,Ibuprofen,650mg,Syrup,14332
18270,Paracetamol,Aspirin,500mg,Syrup,13932
18271,Cetirizine,Amoxicillin,650mg,Tablet,5557
18272,Aspirin,Cetirizine,5ml,Capsule,16005
18273,Cetirizine,Metformin,5ml,Syrup,1802
18274,Paracetamol,Ibuprofen,250mg,Syrup,3106
18275,Paracetamol,Amoxicillin,500mg,Injection,12396
18276,Aspirin,Amoxicillin,650mg,Capsule,16538
18277,Paracetamol,Metformin,5ml,Tablet,3833
18278,Ibuprofen,Cetirizine,650mg,Injection,7858
18279,Cetirizine,Metformin,250mg,Tablet,16132
18280,Aspirin,Ibuprofen,5ml,Syrup,14793
18281,Paracetamol,Metformin,500mg,Capsule,18530
18282,Paracetamol,Paracetamol,650mg,Tablet,6991
